customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
za64638,nevada,F,High School or Below,976494,0,98,1,Personal Auto,Four-Door Car,705.0
ew38459,nevada,F,Bachelor,256715,40864,65,0,Corporate Auto,Four-Door Car,9.0
qw87316,oregon,F,College,265062,39035,68,0,Personal Auto,Four-Door Car,244.0
ic43478,california,M,Bachelor,1126436,34923,98,0,Personal Auto,Two-Door Car,639.0
te34064,california,M,High School or Below,216852,0,63,0,Personal Auto,Four-Door Car,453.0
wu60905,california,F,High School or Below,861066,0,111,0,Corporate Auto,SUV,532.0
ym18992,california,F,College,283464,24506,71,0,Personal Auto,Two-Door Car,511.0
pd55753,oregon,M,High School or Below,893013,0,82,0,Personal Auto,Four-Door Car,554.0
ku56006,arizona,F,College,553638,52220,70,1,Personal Auto,Four-Door Car,336.0
mj69973,arizona,M,High School or Below,284085,0,74,0,Personal Auto,Two-Door Car,402.0
tw43626,california,M,College,808288,53554,67,0,Personal Auto,Four-Door Car,327.0
xx84133,california,M,Bachelor,525473,34476,67,1,Corporate Auto,Four-Door Car,5.0
zw84453,arizona,F,Bachelor,511623,0,70,0,Personal Auto,Four-Door Car,131.0
ho29524,california,M,College,303464,68205,76,0,Personal Auto,Two-Door Car,99.0
ve89726,california,F,High School or Below,802489,0,119,1,Personal Auto,SUV,856.0
ge87503,california,M,High School or Below,1821114,53690,154,0,Personal Auto,SUV,739.0
px90263,oregon,M,High School or Below,512156,0,72,0,Personal Auto,Four-Door Car,518.0
ni17718,california,F,High School or Below,215017,0,61,0,Personal Auto,Four-Door Car,292.0
fy32213,california,F,High School or Below,559538,74454,71,0,Personal Auto,Four-Door Car,340.0
rz13254,nevada,F,Bachelor,756282,0,73,0,Personal Auto,Four-Door Car,350.0
gn45013,oregon,M,High School or Below,538585,29664,71,0,Personal Auto,Four-Door Car,340.0
nm39588,washington,F,Doctor,267805,72450,66,0,Corporate Auto,Four-Door Car,84.0
ku84464,nevada,F,Bachelor,942256,47272,79,3,Personal Auto,Four-Door Car,64.0
yh43527,oregon,F,College,360586,21585,92,0,Corporate Auto,Four-Door Car,441.0
ro30676,california,F,College,776259,23827,106,2,Personal Auto,Four-Door Car,37.0
ql59704,arizona,F,College,2344490,69906,74,2,Corporate Auto,Four-Door Car,202.0
qh19450,california,F,High School or Below,255817,0,72,0,Corporate Auto,Four-Door Car,345.0
sa54664,washington,M,Master,265438,73196,66,1,Personal Auto,Four-Door Car,85.0
ci38330,washington,M,Bachelor,254978,72217,6464,0,Personal Auto,Four-Door Car,91.0
wb38524,california,M,High School or Below,296959,46131,74,0,Personal Auto,Two-Door Car,355.0
ce56187,oregon,F,Master,436312,54514,109,3,Personal Auto,SUV,286.0
jl19416,california,F,High School or Below,588430,0,161,0,Personal Auto,SUV,1159.0
jz61422,nevada,F,College,527219,96668,66,0,Personal Auto,Four-Door Car,316.0
la13377,california,M,Doctor,550989,78879,69,1,Personal Auto,Four-Door Car,466.0
nc99948,nevada,M,College,1631368,0,69,0,Personal Auto,Four-Door Car,331.0
qd34785,arizona,F,Bachelor,567805,0,76,0,Personal Auto,Four-Door Car,364.0
ro26085,california,F,Bachelor,1210120,0,112,0,Personal Auto,Luxury,1252.0
es57969,oregon,M,Bachelor,245357,29735,69,0,Personal Auto,Four-Door Car,331.0
jk55587,california,M,High School or Below,507566,23082,65,0,Special Auto,Four-Door Car,312.0
rn97635,arizona,M,Bachelor,321497,53984,80,0,Corporate Auto,Four-Door Car,421.0
bi76326,california,F,College,1227534,52135,156,0,Personal Auto,SUV,430.0
ja34909,california,F,College,272221,17576,71,0,Corporate Auto,Four-Door Car,398.0
oj90342,oregon,F,Bachelor,245744,29486,62,0,Personal Auto,Four-Door Car,7.0
cm88932,oregon,F,Master,355484,58557,88,0,Corporate Auto,Four-Door Car,55.0
jj97525,california,M,Bachelor,492954,25632,63,0,Personal Auto,Two-Door Car,351.0
xv21647,california,F,High School or Below,803645,0,112,0,Personal Auto,Luxury,806.0
mc83487,arizona,M,Bachelor,427691,18768,68,3,Corporate Auto,Four-Door Car,647.0
bl90769,california,F,Bachelor,3347334,33190,106,0,Personal Auto,SUV,508.0
cr57148,oregon,F,Master,596058,47945,74,0,Personal Auto,Two-Door Car,128.0
cp85232,arizona,M,College,4479546,58778,126,0,Special Auto,SUV,302.0
yl74732,california,F,High School or Below,383211,15192,100,0,Personal Auto,SUV,480.0
fg16766,california,F,Bachelor,683793,51859,171,0,Personal Auto,SUV,1003.0
nv55438,nevada,F,High School or Below,528526,23422,72,0,Personal Auto,Two-Door Car,518.0
rm10880,california,F,College,309651,21604,79,0,Corporate Auto,Four-Door Car,379.0
gl56175,arizona,M,College,358971,79298,90,0,Personal Auto,Four-Door Car,244.0
uk52289,arizona,F,Bachelor,258240,76731,64,0,Special Auto,Four-Door Car,201.0
ot85112,washington,M,College,340391,38460,88,1,Personal Auto,Four-Door Car,91.0
bc62782,arizona,F,College,1357567,48534,115,1,Personal Auto,SUV,552.0
ti19722,washington,M,Doctor,343613,30817,88,0,Corporate Auto,Four-Door Car,91.0
jp30654,oregon,F,College,2868582,48412,104,0,Personal Auto,SUV,707.0
um45563,washington,M,Bachelor,450267,68798,114,0,Personal Auto,SUV,92.0
en60878,oregon,M,Bachelor,618311,23712,85,0,Personal Auto,Four-Door Car,376.0
jf36291,california,M,College,387364,28142,105,0,Personal Auto,Luxury,701.0
bk59444,california,F,Master,1892933,72196,68,0,Personal Auto,Four-Door Car,152.0
mk70700,california,M,Master,555329,68197,69,0,Personal Auto,Four-Door Car,176.0
iw71076,california,M,Bachelor,501125,75248,63,0,Corporate Auto,Four-Door Car,104.0
ap98768,california,F,College,1044244,0,98,0,Personal Auto,Four-Door Car,941.0
om24164,nevada,M,Bachelor,219961,0,65,1,Personal Auto,Two-Door Car,468.0
hr85211,washington,F,Master,512317,89879,63,0,Personal Auto,Two-Door Car,94.0
vc87846,oregon,M,High School or Below,748431,46998,96,0,Corporate Auto,Four-Door Car,460.0
zm92052,oregon,M,Bachelor,261302,57099,67,0,Personal Auto,Two-Door Car,67.0
on73702,arizona,F,Bachelor,908063,33897,114,0,Corporate Auto,SUV,539.0
qq90441,nevada,F,High School or Below,1377097,59207,116,0,Personal Auto,Four-Door Car,556.0
hu35721,oregon,M,High School or Below,287682,40171,73,0,Personal Auto,Four-Door Car,350.0
yp47665,washington,M,Doctor,540891,80192,67,0,Personal Auto,Four-Door Car,95.0
fu99476,washington,M,High School or Below,677030,74422,85,1,Personal Auto,Four-Door Car,95.0
ag85615,oregon,M,College,2414387,0,87,0,Special Auto,Four-Door Car,626.0
oy74069,arizona,F,College,353805,0,67,5,Personal Auto,Four-Door Car,321.0
dj91267,nevada,F,Bachelor,2909123,34226,244,0,Personal Auto,Luxury,494.0
kb72438,california,F,High School or Below,1983420,65989,123,1,Personal Auto,SUV,115.0
tr67616,oregon,M,High School or Below,473136,30686,61,0,Corporate Auto,Four-Door Car,19.0
gf65731,california,F,Master,3553784,0,113,0,Personal Auto,Luxury,799.0
hb67642,arizona,F,High School or Below,3461137,20090,109,0,Personal Auto,Luxury,523.0
dp84567,california,M,High School or Below,2021630,0,183,0,Personal Auto,Luxury,878.0
vv77534,oregon,M,College,1397651,77094,176,0,Personal Auto,SUV,444.0
gl67540,california,F,College,590408,97413,73,0,Personal Auto,Four-Door Car,268.0
sv50502,oregon,F,Master,559583,79189,69,0,Corporate Auto,Four-Door Car,331.0
uk59698,california,F,High School or Below,229430,0,62,0,Personal Auto,Two-Door Car,297.0
oa57352,arizona,F,College,627391,18577,86,0,Personal Auto,Four-Door Car,412.0
zf84449,oregon,F,College,372672,0,112,1,Special Auto,Luxury,806.0
ax86150,washington,M,High School or Below,265671,62777,67,0,Personal Auto,Two-Door Car,101.0
hg39060,oregon,M,Bachelor,511068,0,74,0,Corporate Auto,Four-Door Car,532.0
em29359,nevada,M,College,712659,17483,183,0,Personal Auto,Luxury,1317.0
sf57173,oregon,M,Master,460163,84394,114,0,Personal Auto,SUV,691.0
ot47603,oregon,M,College,915523,0,127,0,Personal Auto,Luxury,804.0
sw31412,oregon,F,College,1480805,41440,62,1,Personal Auto,Four-Door Car,297.0
js36322,arizona,M,High School or Below,890167,0,136,1,Personal Auto,Luxury,1090.0
re81445,oregon,F,College,573459,98132,71,0,Personal Auto,Two-Door Car,50.0
rm24280,oregon,F,High School or Below,417769,0,112,0,Personal Auto,Four-Door Car,537.0
lc25393,california,M,Bachelor,2777628,88220,230,0,Personal Auto,Luxury,151.0
ux38930,arizona,F,Master,1036434,58327,129,0,Personal Auto,SUV,347.0
hd95496,oregon,M,Master,785190,25950,66,0,Personal Auto,Two-Door Car,271.0
rx24650,oregon,M,High School or Below,477294,20993,133,0,Corporate Auto,SUV,638.0
dw19309,oregon,M,High School or Below,1422650,65726,177,0,Corporate Auto,SUV,849.0
mt41386,washington,M,Bachelor,287543,84768,72,0,Personal Auto,Two-Door Car,110.0
wz40465,washington,F,Bachelor,504129,36234,63,0,Personal Auto,Four-Door Car,113.0
db42794,california,M,College,436293,58842,110,0,Personal Auto,Four-Door Car,528.0
jb50798,oregon,F,Master,962452,25629,124,2,Corporate Auto,Luxury,595.0
ip69763,washington,F,College,2191440,77311,181,0,Personal Auto,SUV,113.0
te35785,california,M,Doctor,694842,0,196,2,Personal Auto,Luxury,1337.0
hx74855,washington,M,High School or Below,247152,95697,61,0,Personal Auto,Two-Door Car,114.0
qn65180,oregon,F,Bachelor,2190391,22254,79,0,Personal Auto,Four-Door Car,125.0
ge47180,nevada,M,High School or Below,902882,65974,113,0,Personal Auto,Luxury,235.0
vq38776,oregon,F,College,530375,0,76,0,Personal Auto,Four-Door Car,395.0
bh86846,washington,M,High School or Below,2070825,92079,65,1,Corporate Auto,Four-Door Car,114.0
in17648,nevada,M,High School or Below,512376,0,74,0,Personal Auto,Two-Door Car,772.0
df95759,oregon,M,College,949234,0,132,0,Personal Auto,SUV,633.0
qg45324,oregon,F,High School or Below,820486,0,73,0,Personal Auto,Four-Door Car,350.0
mn61620,arizona,F,College,987729,67752,131,4,Personal Auto,Luxury,168.0
yh86390,california,F,Bachelor,481500,25398,64,0,Corporate Auto,Four-Door Car,307.0
fy13480,california,M,High School or Below,627701,0,88,0,Personal Auto,Four-Door Car,633.0
yh61661,california,M,High School or Below,826063,33321,105,0,Special Auto,SUV,504.0
nl93182,nevada,M,Bachelor,254945,0,78,0,Corporate Auto,Four-Door Car,845.0
ln31673,washington,,College,1131808,38923,99,2,Personal Auto,Four-Door Car,115.0
we68644,oregon,F,Bachelor,380392,20325,100,0,Personal Auto,Luxury,668.0
ez30498,oregon,M,Bachelor,863540,13129,117,0,Personal Auto,SUV,700.0
qy74517,oregon,F,High School or Below,551055,0,73,0,Personal Auto,Four-Door Car,525.0
nm88660,nevada,M,Master,358588,49080,91,0,Corporate Auto,Four-Door Car,25.0
mz82036,nevada,M,College,488925,42536,63,0,Personal Auto,Four-Door Car,375.0
id20929,oregon,M,Bachelor,275694,29926,74,0,Corporate Auto,Four-Door Car,418.0
ey50028,nevada,M,Doctor,328954,0,86,0,Corporate Auto,Two-Door Car,398.0
tt82373,california,F,Bachelor,1093717,21450,138,0,Personal Auto,Luxury,938.0
oh64088,california,M,High School or Below,737556,33345,65,0,Corporate Auto,Four-Door Car,338.0
sk97780,california,F,Bachelor,1011077,15752,90,0,Corporate Auto,Two-Door Car,339.0
io33050,oregon,F,High School or Below,511941,40169,65,1,Personal Auto,Four-Door Car,302.0
xa55917,california,F,College,853383,26049,113,1,Personal Auto,SUV,619.0
jk32620,nevada,M,College,222476,0,68,0,Personal Auto,Four-Door Car,326.0
rq19236,arizona,M,Doctor,804280,55411,100,0,Personal Auto,Luxury,259.0
qc47433,oregon,M,College,255443,12459,70,0,Personal Auto,Four-Door Car,336.0
ra93608,oregon,M,Bachelor,1807394,64620,76,1,Personal Auto,Two-Door Car,364.0
xh97711,california,M,Bachelor,243050,83140,61,0,Corporate Auto,Four-Door Car,179.0
au96286,oregon,F,Bachelor,316765,0,92,0,Corporate Auto,Four-Door Car,662.0
kc17170,arizona,F,Bachelor,546560,54422,68,0,Corporate Auto,Four-Door Car,75.0
zn47335,california,M,College,1035751,68309,131,0,Corporate Auto,SUV,306.0
ei46264,california,M,High School or Below,253781,56621,65,2,Personal Auto,Four-Door Car,84.0
ek87864,arizona,F,College,282194,38977,70,0,Special Auto,Four-Door Car,139.0
gv45403,arizona,M,Bachelor,775712,0,111,0,Corporate Auto,Two-Door Car,607.0
qk31192,arizona,M,High School or Below,407913,0,114,0,Corporate Auto,Two-Door Car,631.0
lu89008,arizona,F,College,595554,0,83,0,Personal Auto,Four-Door Car,628.0
ns10490,oregon,F,Bachelor,1415861,83235,70,0,Personal Auto,Two-Door Car,336.0
kl98495,nevada,M,College,848723,0,74,0,Personal Auto,Two-Door Car,426.0
iu96845,arizona,M,College,628547,32390,80,0,Personal Auto,Four-Door Car,91.0
ql93655,oregon,F,High School or Below,1147348,66538,95,0,Personal Auto,Two-Door Car,317.0
pf40592,washington,F,College,494263,23285,65,0,Personal Auto,Two-Door Car,118.0
lz34046,oregon,M,Bachelor,2359468,76358,66,0,Personal Auto,Four-Door Car,86.0
jc80093,washington,M,Master,257250,21104,66,0,Personal Auto,Four-Door Car,118.0
ye88490,arizona,F,College,538089,55350,67,0,Personal Auto,Four-Door Car,321.0
yc80498,california,F,College,477055,12964,65,0,Personal Auto,Two-Door Car,362.0
ai85843,arizona,F,Master,675665,33288,86,2,Personal Auto,Four-Door Car,221.0
xd66024,arizona,F,College,593601,0,84,0,Personal Auto,Four-Door Car,980.0
fy51713,arizona,F,Bachelor,357076,56168,88,0,Personal Auto,Four-Door Car,614.0
ph26378,california,M,College,601996,0,92,0,Personal Auto,Four-Door Car,662.0
wq18638,oregon,M,High School or Below,542686,23105,69,0,Personal Auto,Two-Door Car,331.0
ky14688,oregon,F,Master,273031,36218,68,0,Personal Auto,Four-Door Car,145.0
tc97762,california,F,High School or Below,498268,52275,62,0,Corporate Auto,Four-Door Car,374.0
qc87108,oregon,F,College,876926,49665,74,0,Personal Auto,Four-Door Car,355.0
cx12134,nevada,M,High School or Below,422061,32471,110,0,Personal Auto,Two-Door Car,528.0
sm73248,arizona,M,High School or Below,1153750,0,86,1,Corporate Auto,Two-Door Car,619.0
ck19789,california,F,Master,588718,62773,73,0,Personal Auto,Four-Door Car,80.0
uv12583,california,F,College,470058,76694,117,0,Personal Auto,SUV,561.0
jc11405,oregon,M,High School or Below,1096395,55687,276,0,Personal Auto,Luxury,1324.0
ka89683,arizona,F,High School or Below,252317,0,70,0,Personal Auto,Four-Door Car,504.0
bg85305,nevada,M,Doctor,375780,36633,96,1,Personal Auto,Four-Door Car,460.0
uq87917,oregon,M,High School or Below,1294173,77060,106,0,Personal Auto,SUV,468.0
xn11823,nevada,F,Bachelor,376446,92600,94,0,Corporate Auto,Two-Door Car,842.0
os46571,california,M,High School or Below,688955,0,66,0,Personal Auto,Four-Door Car,475.0
px17116,nevada,M,College,362345,0,111,2,Corporate Auto,SUV,1171.0
rp19541,arizona,M,College,758211,64801,64,0,Personal Auto,Four-Door Car,268.0
zr25747,oregon,F,College,827774,45257,103,0,Corporate Auto,Two-Door Car,494.0
nq86532,california,M,High School or Below,257645,26854,66,0,Personal Auto,Four-Door Car,475.0
jy27336,oregon,F,College,820538,85840,102,2,Corporate Auto,SUV,138.0
pb54378,oregon,F,Doctor,1958246,26463,72,0,Corporate Auto,Four-Door Car,345.0
sv38190,nevada,F,Bachelor,648152,30689,81,0,Personal Auto,Four-Door Car,467.0
cv24005,oregon,M,High School or Below,259931,29590,66,0,Corporate Auto,Two-Door Car,467.0
ex28656,oregon,F,College,983033,25965,253,0,Personal Auto,Luxury,1214.0
cf57022,oregon,M,Bachelor,1044265,17269,139,0,Personal Auto,SUV,667.0
gm16780,oregon,M,College,3605753,90330,137,3,Corporate Auto,Luxury,192.0
bx94438,california,F,High School or Below,847003,0,113,0,Corporate Auto,SUV,619.0
rm41745,california,F,High School or Below,827878,0,110,0,Personal Auto,Four-Door Car,1002.0
xr70252,california,F,High School or Below,478893,0,67,1,Personal Auto,Two-Door Car,321.0
yh92099,arizona,F,Bachelor,308799,18558,80,0,Special Auto,Four-Door Car,384.0
sg81493,arizona,M,Bachelor,444373,46384,113,0,Corporate Auto,Four-Door Car,251.0
zx23819,oregon,F,High School or Below,798408,0,72,0,Personal Auto,Two-Door Car,866.0
fj54907,oregon,F,College,718097,42303,180,0,Personal Auto,Luxury,1210.0
cu26127,california,F,Bachelor,1565603,71731,130,0,Corporate Auto,SUV,599.0
yh60476,oregon,M,High School or Below,578018,51066,74,0,Corporate Auto,Four-Door Car,787.0
zz97035,california,M,College,2071494,0,203,0,Corporate Auto,Luxury,2027.0
ge82737,nevada,F,Bachelor,533735,0,86,3,Personal Auto,Four-Door Car,619.0
ky21873,arizona,M,College,505082,0,69,0,Personal Auto,Two-Door Car,72.0
ua51318,arizona,F,High School or Below,511662,26173,68,1,Corporate Auto,Four-Door Car,449.0
bv55014,oregon,M,Bachelor,726873,24445,63,0,Personal Auto,Two-Door Car,302.0
hx21307,oregon,M,College,261661,72302,66,0,Personal Auto,Two-Door Car,316.0
lq68252,oregon,M,High School or Below,373843,27208,102,0,Personal Auto,SUV,489.0
cr92802,california,F,Master,272535,36650,69,1,Special Auto,Four-Door Car,56.0
sl35268,arizona,M,College,545386,30855,68,0,Corporate Auto,Four-Door Car,259.0
rd62882,arizona,F,Bachelor,684615,0,95,0,Personal Auto,Two-Door Car,456.0
js42382,oregon,M,Master,617291,99960,76,0,Corporate Auto,Four-Door Car,364.0
bt30554,arizona,F,Bachelor,1034632,0,98,0,Personal Auto,Four-Door Car,470.0
vp57424,nevada,F,Bachelor,699700,55873,88,0,Personal Auto,Four-Door Car,299.0
vu19243,arizona,F,High School or Below,419625,18052,111,0,Personal Auto,Four-Door Car,699.0
ta82973,oregon,F,High School or Below,785810,28937,104,2,Personal Auto,SUV,117.0
gk71720,oregon,F,High School or Below,606434,0,86,0,Personal Auto,Four-Door Car,545.0
oq61223,california,M,College,1749752,0,73,0,Personal Auto,Two-Door Car,350.0
ll62746,oregon,M,Doctor,897064,12829,118,0,Personal Auto,SUV,328.0
jq56711,oregon,F,Master,592311,92163,73,0,Personal Auto,Two-Door Car,66.0
aw77988,oregon,M,High School or Below,3585059,17588,192,0,Personal Auto,Luxury,1382.0
qp84605,washington,F,Bachelor,870984,41546,111,0,Corporate Auto,Four-Door Car,121.0
my97912,arizona,M,College,1330933,0,127,0,Personal Auto,SUV,609.0
ib87349,california,M,High School or Below,452850,70340,113,0,Special Auto,Four-Door Car,542.0
aw73065,oregon,F,High School or Below,279190,0,74,0,Personal Auto,Four-Door Car,532.0
bw80872,washington,M,High School or Below,443441,34549,111,0,Personal Auto,Four-Door Car,125.0
px70175,arizona,M,College,799600,93459,99,0,Personal Auto,Four-Door Car,655.0
kf75098,arizona,M,Bachelor,512973,86148,65,2,Personal Auto,Four-Door Car,312.0
is50283,california,F,Bachelor,569717,27048,72,0,Corporate Auto,Four-Door Car,345.0
my64920,oregon,F,College,921713,73259,115,0,Personal Auto,SUV,673.0
kn34250,oregon,F,College,1020892,35482,129,0,Corporate Auto,SUV,619.0
gn46207,oregon,F,Master,417068,29462,107,1,Personal Auto,SUV,513.0
kl57176,oregon,F,College,450540,67801,115,1,Personal Auto,SUV,23.0
mn94234,california,M,High School or Below,310756,0,94,4,Personal Auto,Two-Door Car,451.0
jy90595,arizona,M,High School or Below,552866,16042,73,0,Personal Auto,Two-Door Car,350.0
hk26543,california,M,High School or Below,504586,28056,64,1,Personal Auto,Four-Door Car,307.0
pn86062,california,M,High School or Below,296272,16495,85,3,Corporate Auto,Four-Door Car,408.0
vw27730,california,F,Master,866595,41163,108,0,Corporate Auto,SUV,231.0
sh55671,arizona,F,College,1141344,0,161,1,Personal Auto,Luxury,772.0
mo56878,california,M,Bachelor,1548843,33799,109,3,Corporate Auto,SUV,664.0
vo38365,washington,F,College,886114,90125,110,0,Corporate Auto,SUV,128.0
sv35618,oregon,F,Bachelor,593474,87747,147,1,Personal Auto,SUV,46.0
rx12347,nevada,M,College,354323,35695,90,0,Personal Auto,Four-Door Car,432.0
fr55658,california,M,Master,349002,90985,87,0,Personal Auto,Four-Door Car,78.0
